# ms	ra_deg	dec_deg
1790128800000	219.518075	52.844479
1790128800000	221.389629	-45.762362
1790128800000	292.690725	23.721005
1790128800000	354.251614	-33.315963
1790128800000	171.987998	62.371124
1790128800000	172.715528	46.265797
1790128800000	200.115729	46.347929
1790128800000	50.617554	-42.988099
1790128800000	144.880038	43.892820
1790128800000	354.012573	-22.518268
1790128800000	304.943025	-17.429145
1790128800000	24.188960	-8.377245
1790128800000	255.838790	18.707201
1790128800000	124.775606	-27.444478
1790128800000	280.294076	-5.422673
1790128800000	216.805800	15.786749
1790128800000	223.558571	21.887753
1790128800000	138.941868	-19.689379
1790128800000	216.994918	-35.782617
1790128800000	160.406936	-14.850830
1790128800000	52.505333	43.170029
1790128800000	166.973666	-10.707285
1790128800000	139.776091	-39.959866
1790128800000	153.984987	-31.841797
1790128800000	293.242692	-32.884566
1790128800000	97.429129	-53.816196
1790128800000	12.938442	-37.657456
1790128800000	51.217822	-31.396121
1790128800000	334.786165	-37.001356
1790128800000	126.612579	41.130267
1790128800000	79.796556	26.876468
1790128800000	190.450518	0.413618
1790128800000	27.250469	58.310682
1790128800000	197.153962	-27.490680
1790128800000	24.033115	51.904984
1790128800000	10.004426	25.612763
1790128800000	79.763839	-49.616402
1790128800000	59.125883	-20.529076
1790128800000	146.372688	-34.749621
1790128800000	290.232991	33.160466
1790128800000	156.542028	43.800114
1790128800000	29.121714	6.312615
1790128800000	242.411197	-11.304614
1790128800000	7.514137	78.568133
1790128800000	329.698254	-24.713963
1790128800000	313.260288	-47.885652
1790128800000	38.685402	-1.662721
1790128800000	331.307384	31.190256
1790128800000	104.568146	-54.498760
1790128800000	253.072768	-53.919300
1790128800000	228.602176	-24.455520
1790128800000	149.977334	85.007386
1790128800000	20.018916	-9.178052
1790128800000	83.816858	-37.725344
1790128800000	119.798074	-22.643727
1790128800000	262.735841	36.551746
1790128800000	309.057648	23.466164
1790128800000	318.374573	-58.454888
1790128800000	352.478059	-3.841240
1790128800000	280.672720	8.168670
1790128800000	22.840138	-0.935415
1790128800000	340.446718	-8.256032
1790128800000	241.113077	27.393982
1790128800000	172.811887	58.742982
1790128800000	279.484255	-38.571599
1790128800000	35.729973	21.812839
1790128800000	199.174112	25.208186
1790128800000	33.231718	62.858772
1790128800000	296.246193	71.801208
1790128800000	195.468122	31.418329
1790128800000	62.465501	35.707266
1790128800000	181.469253	68.270037
1790128800000	240.136175	-12.796550
1790128800000	283.718433	-24.431786
1790128800000	54.370457	13.394926
1790128800000	29.188211	32.900722
1790128800000	273.147657	45.813128
1790128800000	162.771478	21.204308
1790128800000	313.153315	-52.375779
1790128800000	303.938881	39.353422
1790128800000	244.355382	15.766658
1790128800000	283.766432	1.913500
1790128800000	266.060749	-16.178577
1790128800000	127.567924	-83.489070
1790128800000	216.592654	44.388328
1790128800000	211.093944	20.972032
1790128800000	228.301093	25.634328
1790128800000	153.229771	-5.932554
1790128800000	256.526123	12.096645
1790128800000	168.992375	31.750408
1790128800000	58.322585	-10.104679
1790128800000	181.110692	-14.000020
1790128800000	62.841105	48.877658
1790128800000	230.019274	-50.498186
1790128800000	204.299666	40.943014
1790128800000	340.587559	-46.951258
1790128800000	284.659957	57.828763
1790128800000	358.581733	-6.971101
1790128800000	334.487707	24.755127
1790128800000	260.725393	7.716509
1790128800000	61.246634	-26.732462
1790128800000	315.688773	-54.177319
1790128800000	188.221508	-43.012834
1790128800000	93.968743	54.772082
1790128800000	85.560048	16.679297
1790128800000	325.085113	-21.073668
1790128800000	37.598418	30.547106
1790128800000	171.617589	-65.572354
1790128800000	340.249047	-31.283123
1790128800000	241.033557	26.859618
1790128800000	354.135142	-0.488656
1790128800000	237.318620	-1.569385
1790128800000	225.504324	-42.926146
1790128800000	127.854333	20.530127
1790128800000	190.487146	7.463710
1790128800000	57.253823	28.179945
1790128800000	154.635177	-11.263565
1790128800000	7.045732	25.965020
1790128800000	324.210121	-0.328909
1790128800000	9.930670	-9.340213
1790128800000	184.854436	7.502826
1790128800000	309.183018	-2.320779
1790128800000	130.875018	-24.663440
1790128800000	6.595330	38.668659
1790128800000	283.088996	32.882938
1790128800000	100.651869	-32.329728
1790128800000	233.986925	31.065206
1790128800000	284.052281	0.503885
1790128800000	281.820771	21.918651
1790128800000	349.330601	30.835509
1790128800000	109.917548	-16.290965
1790128800000	271.096538	16.385261
1790128800000	57.702874	13.124913
1790128800000	2.998560	3.783997
1790128800000	59.952871	21.226449
1790128800000	308.087939	-8.765725
1790128800000	162.362161	20.876815
1790128800000	353.486689	-70.267669
1790128800000	181.389005	-36.154412
1790128800000	53.020425	-20.942255
1790128800000	58.643744	24.968215
1790128800000	276.216062	13.099290
1790128800000	287.925125	74.071261
1790128800000	120.664407	29.373158
1790128800000	302.018996	-63.685384
1790128800000	213.873399	-37.994924
1790128800000	310.451376	27.772368
1790128800000	34.277528	-15.489707
1790128800000	63.399674	37.692146
1790128800000	197.875548	2.982615
1790128800000	142.364738	1.018184
1790128800000	265.079867	-23.999913
1790128800000	327.198421	52.376180
1790128800000	279.783165	-7.045080
1790128800000	357.009586	-36.428563
1790128800000	60.431350	59.101182
1790128800000	347.394903	35.088922
1790128800000	321.148775	-3.569057
1790128800000	306.319277	16.118190
1790128800000	355.433223	-38.932258
1790128800000	49.719643	16.161949
1790128800000	313.290364	-66.905157
1790128800000	356.974001	-63.474489
1790128800000	9.928394	-23.425803
1790128800000	301.018789	2.559835
1790128800000	188.602573	44.692109
1790128800000	88.587494	33.911850
1790128800000	243.663934	72.917014
1790128800000	262.407522	-29.714641
1790128800000	145.094903	73.380517
1790128800000	208.851691	19.693029
1790128800000	197.753726	-54.070089
1790128800000	124.162494	77.215699
1790128800000	77.841847	-62.872252
1790128800000	26.593332	56.569029
1790128800000	24.887758	-82.586050
1790128800000	181.279856	45.427082
1790128800000	228.841381	8.856107
1790128800000	195.481494	26.547320
1790128800000	14.775584	36.857077
1790128800000	216.804195	-5.445527
1790128800000	319.182489	-81.931929
1790128800000	134.416955	-6.554202
1790128800000	221.625291	21.626672
1790128800000	26.502085	8.752045
1790128800000	90.152553	31.342885
1790128800000	114.375535	-28.301087
1790128800000	303.818323	11.550282
1790128800000	116.328763	-51.664011
1790128800000	149.693425	24.104648
1790128800000	224.249182	27.214513
1790128800000	359.879997	41.678009
1790128800000	160.004286	-21.063985
1790128800000	348.359061	37.662565
1790128800000	209.684548	-64.409019
1790128800000	97.748587	6.961157
1790128800000	191.682848	69.173618
1790128800000	359.701180	36.152621
1790128800000	335.314904	-71.286165
1790128800000	34.336762	23.981352
1790128800000	22.049335	-36.177651
1790128800000	105.078659	41.732569
1790128800000	278.363361	-50.899679
1790128800000	78.006446	-85.245021
1790128800000	344.172884	-10.027121
1790128800000	115.642038	23.843029
1790128800000	298.676980	-55.680392
1790128800000	348.614209	4.228572
1790128800000	127.231183	-27.416563
1790128800000	336.470946	-12.037085
1790128800000	5.666431	38.519835
1790128800000	346.336184	46.339933
1790128800000	347.867550	-48.359915
1790128800000	196.091689	-37.175301
1790128800000	79.794657	17.537212
1790128800000	294.377216	13.495598
1790128800000	66.001014	-31.502900
1790128800000	323.302754	9.826739
1790128800000	23.252758	-18.987885
1790128800000	323.649305	45.825345
1790128800000	294.600468	-28.468042
1790128800000	4.509212	19.497179
1790128800000	148.979915	-24.024789
1790128800000	77.599413	-7.482428
1790128800000	231.852699	30.598415
1790128800000	164.201020	74.116223
1790128800000	132.308779	35.343158
1790128800000	164.264519	6.669812
1790128800000	52.277291	-46.265035
1790128800000	104.244087	-8.885569
1790128800000	34.648751	-12.062775
1790128800000	196.859673	83.502025
1790128800000	189.561476	-11.718210
1790128800000	53.394551	13.934818
1790128800000	299.272570	-42.345047
1790128800000	274.292969	-70.549481
1790128800000	107.943906	-20.746458
1790128800000	323.921730	-45.518822
1790128800000	141.680312	-24.388192
1790128800000	163.809343	39.144436
1790128800000	175.966752	-29.902045
1790128800000	131.233221	-42.097348
1790128800000	179.308794	-35.534348
1790128800000	114.757774	-76.160470
1790128800000	55.308634	-81.613681
1790128800000	68.544978	-61.122642
1790128800000	258.011543	-17.857467
1790128800000	12.057790	68.983878
1790128800000	205.115386	3.111304
1790128800000	87.067787	-43.136729
1790128800000	193.507340	-70.252226
1790128800000	235.175821	44.579267
1790128800000	158.170314	33.016418
1790128800000	314.438658	63.092313
1790128800000	243.372633	-15.715835
1790128800000	124.925660	0.742446
1790128800000	265.586594	-58.037592
1790128800000	68.208085	-64.076539
1790128800000	293.182196	-12.993267
1790128800000	78.832468	3.918496
1790128800000	304.339414	37.908210
1790128800000	246.311234	-32.078231
1790128800000	109.113918	4.609333
1790128800000	71.781990	-20.786176
1790128800000	80.291369	-84.418940
1790128800000	21.238476	40.127836
1790128800000	109.630046	12.949071
1790128800000	30.931290	72.927219
1790128800000	191.903410	-13.471083
1790128800000	354.837819	6.869302
1790128800000	301.319505	-34.122642
1790128800000	162.626175	27.731591
1790128800000	95.849196	48.181772
1790128800000	124.271574	-56.795107
1790128800000	240.210980	30.116554
1790128800000	215.596591	-35.642660
1790128800000	27.395521	12.102453
1790128800000	172.709984	45.184665
1790128800000	239.019645	-48.004288
1790128800000	344.189864	19.875868
1790128800000	228.055292	70.145852
1790128800000	270.044480	21.634994
1790128800000	167.784122	42.350960
1790128800000	147.567409	-16.465289
1790128800000	185.347097	-54.238873
1790128800000	239.741130	55.208517
1790128800000	313.183224	-50.920863
1790128800000	185.659834	32.037448
1790128800000	38.864769	3.337180
1790128800000	54.809398	-54.806167
1790128800000	133.043714	-71.045479
1790128800000	219.976501	-77.526299
1790128800000	238.871260	-30.933828
1790128800000	342.378412	-32.089915
1790128800000	112.425025	22.184764
1790128800000	81.615269	86.450710
1790128800000	44.219406	4.744876
1790128800000	334.366972	20.039108
1790128800000	339.030383	14.590166
1790128800000	226.797991	-41.104851
1790128800000	273.388495	-46.967630
1790128800000	139.942086	-11.942563
1790128800000	37.742432	-24.308353
1790128800000	59.630867	-88.981692
1790128800000	224.898667	2.496159
1790128800000	162.573227	-31.229240
1790128800000	29.874290	45.890163
1790128800000	239.632326	1.417076
1790128800000	152.772757	60.765158
1790128800000	280.285842	27.349791
1790128800000	87.468516	11.661330
1790128800000	328.735731	26.669581
1790128800000	311.312396	-29.045666
1790128800000	13.241728	66.719877
1790128800000	172.392519	20.252503
1790128800000	46.072168	-51.299907
1790128800000	226.070418	-81.086037
1790128800000	32.295404	85.920025
1790128800000	321.901960	35.428103
1790128800000	287.667240	-24.821544
1790128800000	91.642091	-9.266133
1790128800000	111.774673	-16.710087
1790128800000	244.815019	-77.376469
1790128800000	160.836599	11.495291
1790128800000	84.027435	-22.355186
1790128800000	212.562312	-64.558061
1790128800000	350.969842	-40.966295
1790128800000	167.868894	-47.904996
1790128800000	270.032501	20.343278
1790128800000	198.589959	46.447442
1790128800000	185.021677	-3.346216
1790128800000	83.321758	-29.700920
1790128800000	52.830215	-25.497541
1790128800000	204.452520	36.324633
1790128800000	178.166205	60.883156
1790128800000	58.618210	-60.762094
1790128800000	74.259129	-18.736127
1790128800000	178.177058	19.338643
1790128800000	59.118205	-2.564036
1790128800000	223.247670	21.971059
1790128800000	276.330851	-18.915058
1790128800000	352.587472	-33.882902
1790128800000	182.405135	-41.499428
1790128800000	161.089169	9.603774
1790128800000	160.052613	70.061077
1790128800000	81.266138	-29.848284
1790128800000	352.288866	-29.102147
1790128800000	156.806136	31.698690
1790128800000	330.190778	-67.441816
1790128800000	312.345595	8.658823
1790128800000	238.072101	-53.187630
1790128800000	293.388177	-39.907515
1790128800000	31.394935	-18.709780
1790128800000	142.769641	4.012223
1790128800000	252.484115	18.376306
1790128800000	249.756734	-55.680198
1790128800000	79.178842	44.703456
1790128800000	203.242626	-28.418562
1790128800000	109.680272	-19.502692
1790128800000	140.926983	-39.294189
1790128800000	301.171533	41.061974
1790128800000	204.771624	-69.522598
1790128800000	142.381349	-35.368357
1790128800000	171.122270	-13.669452
1790128800000	287.935140	51.482343
1790128800000	55.474217	61.825032
1790128800000	137.808225	-19.824032
1790128800000	193.277390	6.554568
1790128800000	356.733409	4.144411
1790128800000	47.290537	-59.266031
1790128800000	73.060368	25.783502
1790128800000	33.202686	-27.657883
1790128800000	126.851255	27.177446
1790128800000	238.256023	10.083401
1790128800000	343.205843	31.909237
1790128800000	177.346857	17.280077
1790128800000	297.675236	-58.462137
1790128800000	223.914456	35.520056
1790128800000	137.313084	10.477871
1790128800000	284.574353	16.460141
1790128800000	136.649402	17.732173
1790128800000	302.347501	24.862804
1790128800000	134.399786	79.132519
1790128800000	150.054173	52.422350
1790128800000	243.690262	-10.697085
1790128800000	136.051699	31.998817
1790128800000	223.444232	62.114589
1790128800000	352.057350	44.985367
1790128800000	24.414271	-28.534844
1790128800000	125.367538	71.678694
1790128800000	134.084726	-20.802184
1790128800000	299.483765	-51.446149
1790128800000	178.549868	14.668228
1790128800000	11.059028	-8.909393
1790128800000	335.108486	-37.460715
1790128800000	28.325275	-23.647144
1790128800000	267.373640	44.994921
1790128800000	249.426916	78.101908
1790128800000	280.968061	33.526457
1790128800000	152.417574	-13.752744
1790128800000	314.513405	31.825168
1790128800000	314.751464	-19.659654
1790128800000	75.106383	73.579880
1790128800000	337.047153	-15.807670
1790128800000	4.106390	61.553181
1790128800000	127.026343	31.960199
1790128800000	147.247929	-34.283930
1790128800000	70.215385	41.017989
1790128800000	228.000412	-56.914901
1790128800000	47.660967	55.129571
1790128800000	42.906940	-29.336576
1790128800000	287.142256	4.304930
1790128800000	356.159550	-75.665201
1790128800000	289.437825	-54.068613
1790128800000	355.959364	8.547490
1790128800000	254.345081	-48.262632
1790128800000	182.288757	74.510920
1790128800000	209.786373	-50.907322
1790128800000	314.380506	-7.988476
1790128800000	113.135433	-52.491166
1790128800000	61.693157	64.121654
1790128800000	267.377965	1.292016
1790128800000	292.808233	-21.902782
1790128800000	185.178644	-3.402011
1790128800000	299.864221	-10.235811
1790128800000	166.420633	66.169954
1790128800000	158.668945	2.818157
1790128800000	SUN	0
1790128800000	MOON	0
1797832000000	29.713029	-42.639275
1797832000000	46.978468	-63.241510
1797832000000	129.932940	-64.802414
1797832000000	298.786151	18.335444
1797832000000	15.967972	26.730342
1797832000000	258.863203	-48.304800
1797832000000	168.840261	1.758102
1797832000000	337.027741	41.632383
1797832000000	85.575845	56.088921
1797832000000	181.542659	-1.443273
1797832000000	244.823887	-3.957924
1797832000000	201.220654	-43.476787
1797832000000	253.069843	24.047398
1797832000000	69.911204	5.818378
1797832000000	224.946391	21.775651
1797832000000	0.404807	-39.054455
1797832000000	59.750570	-27.376957
1797832000000	115.991707	37.504130
1797832000000	263.929273	-42.603905
1797832000000	340.314388	-7.464186
1797832000000	354.244298	4.615567
1797832000000	44.867930	-20.579109
1797832000000	52.102457	1.796317
1797832000000	233.376881	28.745520
1797832000000	268.433730	-21.278637
1797832000000	108.251874	42.483468
1797832000000	345.713108	-27.421328
1797832000000	221.011912	6.610319
1797832000000	23.434394	-66.178581
1797832000000	16.252678	32.702043
1797832000000	297.786125	-40.688886
1797832000000	4.214951	47.349634
1797832000000	341.439950	-1.868675
1797832000000	81.980667	31.734163
1797832000000	258.302523	-25.768353
1797832000000	183.154405	17.027136
1797832000000	40.748688	-24.858194
1797832000000	65.706715	47.803698
1797832000000	40.522230	33.038800
1797832000000	35.991126	-64.312194
1797832000000	146.613709	55.937129
1797832000000	335.830769	67.092783
1797832000000	301.034350	40.186859
1797832000000	216.358915	12.377354
1797832000000	93.187788	-64.285392
1797832000000	31.084897	35.183303
1797832000000	16.015246	-11.689042
1797832000000	73.299643	48.016829
1797832000000	154.096544	33.735918
1797832000000	173.410930	-20.006693
1797832000000	353.286530	-24.490265
1797832000000	350.855454	15.083543
1797832000000	99.329912	42.920022
1797832000000	189.107875	19.298057
1797832000000	275.587599	72.064402
1797832000000	316.963277	64.776739
1797832000000	280.114752	-21.362883
1797832000000	351.984752	18.540699
1797832000000	188.743454	45.467806
1797832000000	125.724372	-58.308070
1797832000000	63.043697	-16.652599
1797832000000	83.309999	1.060381
1797832000000	79.423462	-27.048062
1797832000000	60.900320	-19.669203
1797832000000	212.071678	13.474424
1797832000000	30.056673	-14.273008
1797832000000	64.253120	-10.714512
1797832000000	182.825772	8.094828
1797832000000	9.916031	-7.715757
1797832000000	38.318226	46.512594
1797832000000	95.393347	-5.740645
1797832000000	71.242827	-68.774359
1797832000000	176.842461	-52.543731
1797832000000	285.270798	-50.134646
1797832000000	74.487640	24.398046
1797832000000	343.307346	-42.518090
1797832000000	110.053876	41.364575
1797832000000	106.467623	27.543179
1797832000000	76.638379	-32.043559
1797832000000	116.099890	-50.924746
1797832000000	301.209898	-9.265194
1797832000000	315.306323	-43.455865
1797832000000	55.989839	28.059067
1797832000000	3.430693	27.468113
1797832000000	236.094099	42.457579
1797832000000	227.684304	5.220952
1797832000000	139.330674	44.626695
1797832000000	49.567636	-25.501781
1797832000000	44.392507	23.346056
1797832000000	77.560823	-3.457110
1797832000000	6.762622	-8.044708
1797832000000	186.338549	-15.219705
1797832000000	202.868552	-0.736478
1797832000000	223.879325	28.614912
1797832000000	57.141160	-23.993069
1797832000000	300.834616	18.074137
1797832000000	194.242689	-15.541684
1797832000000	203.875104	-33.988561
1797832000000	210.191053	42.667622
1797832000000	75.132029	-24.109608
1797832000000	94.593721	25.850645
1797832000000	66.661753	-12.461890
1797832000000	23.002380	29.796787
1797832000000	167.206935	37.074016
1797832000000	196.234220	-63.538391
1797832000000	160.003390	-46.473059
1797832000000	130.476500	9.717896
1797832000000	345.297711	10.415769
1797832000000	55.110460	14.652940
1797832000000	69.327786	3.511512
1797832000000	77.079738	43.774497
1797832000000	320.713424	40.444590
1797832000000	104.442845	1.688977
1797832000000	132.227669	-1.138325
1797832000000	261.490360	7.413771
1797832000000	274.673056	62.792711
1797832000000	120.094842	59.285573
1797832000000	184.122859	-37.362176
1797832000000	165.470398	72.560263
1797832000000	242.070395	70.611143
1797832000000	188.322738	37.072623
1797832000000	261.014418	-80.549041
1797832000000	205.648831	13.779323
1797832000000	124.357177	-22.680161
1797832000000	232.086021	80.672464
1797832000000	137.529902	-65.610240
1797832000000	53.758749	-55.071914
1797832000000	140.434748	14.391610
1797832000000	282.810169	-33.010276
1797832000000	86.231548	32.815585
1797832000000	343.509679	42.991085
1797832000000	319.502760	3.869122
1797832000000	94.169285	36.064778
1797832000000	29.428725	-24.591448
1797832000000	5.175921	1.728195
1797832000000	345.257406	-59.615272
1797832000000	76.835300	14.654829
1797832000000	19.923973	60.377232
1797832000000	287.756461	55.718125
1797832000000	335.432387	-52.713231
1797832000000	131.658462	6.153676
1797832000000	233.700596	6.005873
1797832000000	28.788333	26.848962
1797832000000	273.807846	-25.421261
1797832000000	296.541264	22.967572
1797832000000	23.024233	-27.655881
1797832000000	213.688198	9.435877
1797832000000	330.501715	10.393276
1797832000000	244.497150	41.625314
1797832000000	273.967641	-18.974914
1797832000000	221.781847	1.141903
1797832000000	348.616128	4.804577
1797832000000	241.174111	-9.519260
1797832000000	79.928730	48.308395
1797832000000	159.422029	8.720823
1797832000000	248.357399	-11.133552
1797832000000	338.209387	-64.886937
1797832000000	223.950210	2.416850
1797832000000	243.486339	-72.506191
1797832000000	17.475929	20.669989
1797832000000	228.202860	-61.271350
1797832000000	136.721884	-2.716797
1797832000000	76.625673	17.833575
1797832000000	281.148651	12.308319
1797832000000	244.346593	61.832525
1797832000000	176.872888	-83.585505
1797832000000	6.283468	2.095417
1797832000000	338.321477	-4.031531
1797832000000	58.774078	-46.657349
1797832000000	103.514598	15.294284
1797832000000	19.261570	72.290083
1797832000000	341.423187	28.922985
1797832000000	108.250980	-0.199092
1797832000000	263.324955	11.218962
1797832000000	286.124752	-40.007951
1797832000000	150.701787	11.773597
1797832000000	232.223547	2.801175
1797832000000	260.066767	68.842827
1797832000000	281.065289	-3.555349
1797832000000	343.341494	9.192392
1797832000000	66.973958	-30.925551
1797832000000	50.711960	30.945705
1797832000000	357.585715	49.439011
1797832000000	343.955080	11.065953
1797832000000	18.031764	78.324503
1797832000000	103.677001	4.696936
1797832000000	157.907665	-33.768130
1797832000000	85.434341	-13.492252
1797832000000	41.688779	27.860820
1797832000000	28.734069	34.886422
1797832000000	98.109279	-6.770997
1797832000000	338.040184	-59.540207
1797832000000	353.266831	-5.401619
1797832000000	189.503911	-51.371777
1797832000000	326.717333	-6.937688
1797832000000	108.677405	0.454003
1797832000000	254.638603	-67.906244
1797832000000	191.000120	34.876331
1797832000000	95.076687	-26.396921
1797832000000	341.449305	-89.574618
1797832000000	178.814915	6.082920
1797832000000	146.269016	55.983375
1797832000000	131.576337	-5.234430
1797832000000	245.076676	-52.394773
1797832000000	226.794230	18.855086
1797832000000	298.675058	38.976555
1797832000000	294.970026	17.832949
1797832000000	266.521643	-2.255019
1797832000000	217.377236	48.838024
1797832000000	274.719211	-11.791019
1797832000000	63.200632	-13.142481
1797832000000	53.059781	-32.557417
1797832000000	340.259451	-26.126973
1797832000000	135.697055	-0.521389
1797832000000	154.800647	-45.903021
1797832000000	279.307433	-22.001715
1797832000000	54.183284	-71.547269
1797832000000	324.256323	28.096916
1797832000000	52.351276	-42.792685
1797832000000	243.095661	-22.225286
1797832000000	20.610323	-38.002346
1797832000000	286.149621	27.174368
1797832000000	9.418924	-5.676873
1797832000000	306.722320	-0.966024
1797832000000	104.903516	-28.974257
1797832000000	37.065139	-57.182303
1797832000000	353.171471	-18.629919
1797832000000	4.506526	20.850282
1797832000000	312.705847	-56.161141
1797832000000	274.128669	38.635510
1797832000000	324.759959	-22.196661
1797832000000	142.707194	-5.046550
1797832000000	255.419408	12.172055
1797832000000	159.455981	14.719110
1797832000000	32.155855	56.345230
1797832000000	108.988313	-3.128043
1797832000000	251.329667	-36.381093
1797832000000	266.676951	-29.101289
1797832000000	226.745548	33.954288
1797832000000	164.725416	53.977276
1797832000000	356.834271	-31.447140
1797832000000	91.427401	6.645354
1797832000000	296.118610	31.003361
1797832000000	208.402063	-14.264818
1797832000000	186.067459	63.058266
1797832000000	350.170024	-9.359358
1797832000000	84.008405	-5.625748
1797832000000	97.537855	14.437142
1797832000000	152.751244	-73.470678
1797832000000	282.449191	48.814065
1797832000000	138.613584	-30.219760
1797832000000	2.950111	21.919995
1797832000000	237.837233	-8.768120
1797832000000	226.215242	-53.102392
1797832000000	187.929596	-45.103212
1797832000000	56.583532	4.783709
1797832000000	175.288963	-26.136836
1797832000000	119.012513	-1.905673
1797832000000	313.492900	-19.840170
1797832000000	31.629571	-0.507775
1797832000000	200.716802	67.892201
1797832000000	89.834058	-35.174302
1797832000000	32.561266	-21.044085
1797832000000	290.506989	37.526521
1797832000000	116.109213	4.332432
1797832000000	113.554409	-30.643239
1797832000000	17.414870	39.774964
1797832000000	83.332370	-67.090117
1797832000000	338.343117	-67.239538
1797832000000	323.603943	-4.428017
1797832000000	359.941685	-20.000925
1797832000000	67.389768	25.778981
1797832000000	83.274911	84.619373
1797832000000	95.604917	13.242966
1797832000000	200.334663	56.926423
1797832000000	305.028969	-50.119700
1797832000000	124.987875	40.390745
1797832000000	69.084321	-36.245960
1797832000000	199.275758	5.713030
1797832000000	315.289645	-49.004298
1797832000000	342.959981	-15.067857
1797832000000	173.999469	20.279132
1797832000000	215.926224	-17.052350
1797832000000	102.257093	33.888881
1797832000000	319.597462	-1.480515
1797832000000	238.366439	15.891981
1797832000000	201.343405	57.012282
1797832000000	151.301086	22.544464
1797832000000	67.755561	-10.268900
1797832000000	56.166113	1.231266
1797832000000	40.698937	55.802523
1797832000000	274.809593	63.472235
1797832000000	309.932244	45.573963
1797832000000	272.097608	-48.877604
1797832000000	328.232292	-49.186337
1797832000000	49.509883	15.144455
1797832000000	258.028765	-15.699013
1797832000000	229.244412	-47.816671
1797832000000	147.619007	-62.813559
1797832000000	147.414611	-56.314391
1797832000000	124.843043	-30.503147
1797832000000	128.053297	-22.128120
1797832000000	272.500128	-45.112958
1797832000000	12.359726	-51.865117
1797832000000	136.782654	64.794922
1797832000000	259.135057	11.265604
1797832000000	33.187998	33.423083
1797832000000	356.849997	-17.239644
1797832000000	257.263488	-26.097370
1797832000000	28.610299	-18.563139
1797832000000	91.444127	-44.345242
1797832000000	156.440063	-56.943129
1797832000000	267.349750	50.216496
1797832000000	329.885303	-26.474337
1797832000000	98.121105	17.093930
1797832000000	251.496742	28.389368
1797832000000	63.919799	-24.776523
1797832000000	115.127658	-26.522791
1797832000000	296.203912	-64.948564
1797832000000	46.126596	-6.847496
1797832000000	45.902855	-13.962426
1797832000000	273.331084	-15.223047
1797832000000	214.205402	-74.866385
1797832000000	156.013502	11.743039
1797832000000	265.810973	-5.297991
1797832000000	293.392733	23.358204
1797832000000	166.222557	-10.570126
1797832000000	260.771342	50.976807
1797832000000	243.013275	-21.133801
1797832000000	197.929146	-15.842751
1797832000000	219.116214	57.414020
1797832000000	154.092407	31.041234
1797832000000	114.244546	-4.571285
1797832000000	298.161574	26.437745
1797832000000	55.991183	66.039747
1797832000000	200.935126	19.801739
1797832000000	26.333865	-14.352395
1797832000000	36.377959	-59.393567
1797832000000	126.581620	12.378626
1797832000000	347.906613	67.328303
1797832000000	16.374289	65.628064
1797832000000	129.964314	7.935457
1797832000000	107.417567	-1.072789
1797832000000	334.891188	1.345159
1797832000000	41.626839	18.784229
